85
-158.9518842	-1.699960446
-145.2452204	-1.698146694
-138.2395867	-1.697240964
-128.4932529	-1.693480467
-116.005489	-1.689740606
-105.0409851	-1.685030812
-91.94401448	-1.681295537
-78.99983213	-1.675642179
-66.96970311	-1.669023474
-57.37640083	-1.662386426
-48.08794519	-1.654788615
-43.7198858	-1.652037032
-39.83643646	-1.648320101
-35.91503335	-1.64268738
-32.18406815	-1.636090458
-28.33893753	-1.628538508
-24.76045647	-1.619061595
-21.14408247	-1.606710424
-16.99483508	-1.5914999
-12.73172638	-1.570542005
-9.534668564	-1.550510476
-7.251359953	-1.5314099
-4.854129204	-1.507520422
-3.218345992	-1.484566482
-1.88728777	-1.459686434
-0.594791553	-1.427137493
0.430994268	-1.391705122
1.37983855	-1.34381037
2.403008967	-1.267163863
3.234889944	-1.176134598
4.103021638	-1.056352432
4.666610812	-0.937519562
5.040552776	-0.830182579
5.44	-0.673
5.742393428	-0.489948121
5.959411146	-0.309762963
6.216511452	-0.156
6.321979144	-0.058
6.434745637	0.021
6.542646262	0.099482358
6.764712318	0.200114649
7.024792969	0.301704262
7.323009861	0.40233426
7.697377589	0.502961965
8.147896152	0.603587377
8.901740769	0.724331451
9.884159541	0.84315171
10.60369979	0.904471897
11.24727167	0.962918972
12.19502113	1.028066153
13.06734964	1.081714007
14.32000656	1.142059675
15.6870722	1.199526498
16.71285803	1.23495887
17.73894796	1.265598899
18.72714495	1.293364671
19.75366065	1.317295423
21.12273347	1.343132793
22.45397416	1.365137436
24.08969655	1.389049844
26.02990064	1.414870016
27.78009257	1.434945112
30.02508247	1.457880707
32.15621106	1.475068933
36.64710321	1.5065631
38.93071594	1.520871335
41.59520449	1.533251168
44.56417474	1.547538766
47.68556831	1.559904841
52.06822531	1.574247471
56.32926601	1.587633925
61.50387346	1.601971968
68.353556	1.617255869
75.50808518	1.631579008
84.0333294	1.645891828
92.10239849	1.657332684
100.6286159	1.667811631
107.1758847	1.67447161
115.5507736	1.681117831
121.6413807	1.686822781
128.0373211	1.689650033
135.3468282	1.693428874
143.2657852	1.696244662
152.7080023	1.698090516
158.9518842	1.699960446
28
158.9518842	1.699960446
173.9	1.707
210.266535	1.720733427
248.0256663	1.732957217
297.6307996	1.748001881
351.6781836	1.76022567
424.2349457	1.773389751
475.0740375	1.783732957
538.4995064	1.793135872
5.997038499506421e+2	1.801598495533620e+0
7.559614757077998e+2	1.821222393250930e+0
1.043596128974458e+3	1.846735823867990e+0
1.455724790644858e+3	1.876013345102700e+0
1.894576188387628e+3	1.899285570121370e+0
2.423364812193230e+3	1.918795974097660e+0
3.463479780784127e+3	1.943544557842150e+0
4.715509735257995e+3	1.962281036644720e+0
6.464859893424818e+3	1.978754748883650e+0
8.620741616336240e+3	1.992223543439270e+0
1.177808674560309e+4	2.003423897493010e+0
1.665959008684067e+4	2.015366402666430e+0
2.153283777780006e+4	2.023570917338020e+0
2.490856211486513e+4	2.028797749229760e+0
2.871364990463112e+4	2.035532713901390e+0
3.310007321314023e+4	2.041514179576900e+0
3.828906159819966e+4	2.048500000000000e+0
5.035387417120638e+4	2.064300000000000e+0
6.831870284712950e+4	2.086880000000000e+0
