74
-788.1351	-1.5951
-751.9651	-1.5915
-713.2590	-1.5876
-673.2850	-1.5829
-626.5040	-1.5772
-588.0650	-1.5724
-547.4237	-1.5672
-505.1139	-1.5616
-462.0702	-1.5555
-418.6260	-1.5486
-375.5822	-1.5413
-333.3393	-1.5333
-292.8313	-1.5247
-254.2588	-1.5155
-218.4891	-1.5059
-175.1116	-1.4919
-137.0062	-1.4771
-97.0323	-1.4575
-59.1938	-1.4318
-26.2269	-1.3991
3.3365	-1.3532
25.4924	-1.2977
41.7089	-1.2291
51.9193	-1.1557
57.3247	-1.0829
60.3946	-1.0071
61.7959	-0.9347
62.5301	-0.8599
63.0893	-0.7814
63.5079	-0.7013
63.8647	-0.6283
64.2220	-0.5535
64.5766	-0.4778
64.9411	-0.3998
65.3055	-0.3217
65.6995	-0.2427
66.1723	-0.1626
66.6845	-0.0829
67.2066	-2.0000e-3
67.7286	0.0782
68.2802	0.1581
68.8698	0.2383
69.4705	0.3166
70.2045	0.3946
71.1389	0.4716
72.0731	0.5476
73.2076	0.6226
74.6090	0.6955
76.2774	0.7670
78.5464	0.8446
82.0165	0.9201
86.2208	0.9926
92.8943	1.0691
102.1704	1.1416
115.4506	1.2097
133.9361	1.2732
159.7623	1.3315
191.2610	1.3798
222.6929	1.4141
255.8601	1.4414
295.0332	1.4665
332.7382	1.4858
374.7810	1.5037
411.2181	1.5168
449.5237	1.5289
489.1640	1.5400
529.4717	1.5502
569.7794	1.5594
609.2861	1.5676
646.5241	1.5749
688.9005	1.5824
725.2041	1.5876
763.6432	1.5923
788.1351	1.5951
31
788.1351	1.5951
970.0852	1.6125
1166.8163	1.6300
1380.1824	1.6474
1612.3569	1.6648
1865.9032	1.6822
2143.8644	1.6997
2449.8789	1.7171
2788.3306	1.7345
3164.5445	1.7520
3585.0473	1.7694
4057.9146	1.7868
4593.2428	1.8042
5203.7949	1.8217
5905.8971	1.8391
6720.6983	1.8565
7675.9573	1.8740
8808.5999	1.8914
10168.3909	1.9088
11823.1733	1.9262
13866.1688	1.9437
16425.5461	1.9611
19675.2281	1.9785
23842.4934	1.9960
29201.3480	2.0134
36034.4763	2.0308
44555.9790	2.0482
54826.2424	2.0657
66723.7705	2.0831
80000.0000	2.1005
93869.2821  2.11796    
