Case;Ih1;Ih2;tao11;tao21;tao12;tao22;n1;n2;X0;Y0;direc_strike;min_dist;Line_id;Rusck_maxV
1;7.55E4;0.00E0;1.24E-6;5.00E-5;0.00E0;0.00E0;4;0;12790.8413273514;4398.38230018524;0;473.584439014348;90;71.2613081687783
5;2.51E4;0.00E0;3.73E-6;5.00E-5;0.00E0;0.00E0;4;0;14660.226147289;6241.37863481763;0;177.002598519188;99;63.4048419207378
19;4.60E4;0.00E0;2.14E-6;5.00E-5;0.00E0;0.00E0;4;0;7881.61272919013;2797.89174242501;0;201.853133633922;110;101.978407151547
20;2.30E4;0.00E0;2.61E-6;5.00E-5;0.00E0;0.00E0;4;0;9988.69212364384;3302.71559360286;0;151.321618917657;107;67.9699350856641
35;1.09E5;0.00E0;3.87E-6;5.00E-5;0.00E0;0.00E0;4;0;9636.30876296533;6054.27167214189;0;153.732573658557;75;316.885015615137
36;5.88E4;0.00E0;1.79E-6;5.00E-5;0.00E0;0.00E0;4;0;10588.2191168103;6127.01389827349;0;146.911974850095;73;179.066703629263
38;1.18E5;0.00E0;4.70E-6;5.00E-5;0.00E0;0.00E0;4;0;13205.176226737;4488.78582882547;0;215.790877434125;91;245.3907384957
44;2.43E4;0.00E0;9.47E-7;5.00E-5;0.00E0;0.00E0;4;0;4954.15950064687;716.679847353477;0;178.664484008025;33;60.7869259211657
56;1.85E5;0.00E0;2.31E-6;5.00E-5;0.00E0;0.00E0;4;0;6751.3245294351;1176.86050379319;0;182.719272314747;43;451.435829692935
72;8.05E4;0.00E0;5.22E-6;5.00E-5;0.00E0;0.00E0;4;0;5235.06334214234;426.054476983893;0;136.937755024373;28;262.871431374319
77;6.29E4;0.00E0;1.04E-6;5.00E-5;0.00E0;0.00E0;4;0;12253.7592353982;5185.13982799798;0;311.547636019618;87;90.2728753400408
87;2.47E4;0.00E0;2.21E-6;5.00E-5;0.00E0;0.00E0;4;0;10668.6710064982;6420.2904632121;0;130.083666791059;74;84.821806094576
