Case;Ih1;Ih2;tao11;tao21;tao12;tao22;n1;n2;X0;Y0;direc_strike;min_dist;Line_id;Rusck_maxV
5;3.91E4;0.00E0;4.57E-7;5.00E-5;0.00E0;0.00E0;4;0;1953.937383685;-7368.63885395853;0;212.27754818728;42;82.4450059834834
11;2.90E4;0.00E0;1.81E-6;5.00E-5;0.00E0;0.00E0;4;0;-5088.67245511905;-7806.2826122246;0;47.0966864811404;166;275.36331319831
18;9.33E4;0.00E0;3.94E-7;5.00E-5;0.00E0;0.00E0;4;0;1585.71760973437;-10982.6181369551;0;494.94972480811;183;84.2709988892925
32;5.91E4;0.00E0;3.54E-6;5.00E-5;0.00E0;0.00E0;4;0;-5527.26433833259;-9216.88502969484;0;296.547100894858;161;89.031272672168
33;3.60E4;0.00E0;2.74E-6;5.00E-5;0.00E0;0.00E0;4;0;-266.881915626762;-4441.62312447577;0;210.477513747927;310;76.4418981655567
40;4.63E4;0.00E0;2.18E-6;5.00E-5;0.00E0;0.00E0;4;0;-361.770182273479;-10206.9022893997;0;127.163440512251;74;162.733760781086
66;1.04E5;0.00E0;2.83E-6;5.00E-5;0.00E0;0.00E0;4;0;-2774.94268310277;-8130.57064551457;0;225.363699240652;88;205.749958011206
74;4.85E4;0.00E0;1.99E-6;5.00E-5;0.00E0;0.00E0;4;0;-405.841312953898;-4360.02463884875;0;347.38494914254;311;62.4104370116299
77;3.39E4;0.00E0;7.94E-7;5.00E-5;0.00E0;0.00E0;4;0;1574.60813325835;-11807.5947894586;0;151.11341252759;184;100.369661604791
85;5.53E4;0.00E0;1.92E-6;5.00E-5;0.00E0;0.00E0;4;0;155.51563189086;-3252.60093061317;0;367.493225547655;25;67.276329612313
88;2.70E4;0.00E0;1.67E-6;5.00E-5;0.00E0;0.00E0;4;0;-84.5894501703297;-7933.49423187704;0;137.04871723289;64;88.0016372299521
94;3.51E4;0.00E0;1.24E-6;5.00E-5;0.00E0;0.00E0;4;0;281.685172165828;-4458.91825145468;0;58.0154237172659;308;270.238648836256
99;3.90E4;0.00E0;8.26E-7;5.00E-5;0.00E0;0.00E0;4;0;479.097376028351;-10505.2257075263;0;159.153113261829;180;109.67358580476
103;1.65E5;0.00E0;1.51E-6;5.00E-5;0.00E0;0.00E0;4;0;-1318.62817743241;-13577.4101679801;0;658.561397155415;238;112.265654789035
106;4.93E4;0.00E0;7.53E-7;5.00E-5;0.00E0;0.00E0;4;0;2920.34881705504;-6847.54645363442;0;112.581515483643;304;195.768328944547
107;7.92E3;0.00E0;1.40E-6;5.00E-5;0.00E0;0.00E0;4;0;-5917.5977795199;-9610.44632145353;0;58.5430530279812;105;60.4771424544546
109;1.08E5;0.00E0;1.44E-6;5.00E-5;0.00E0;0.00E0;4;0;-6018.12668487692;-10918.0108340694;0;687.427612813276;102;70.0733119740199
114;4.70E4;0.00E0;1.97E-6;5.00E-5;0.00E0;0.00E0;4;0;512.158177905554;-10781.7554317427;0;59.5894564665088;180;352.548464446823
119;3.04E4;0.00E0;1.52E-6;5.00E-5;0.00E0;0.00E0;4;0;-1043.14963028843;-12117.7577498902;0;215.751964970436;234;62.9557663863573
132;5.65E4;0.00E0;5.86E-6;5.00E-5;0.00E0;0.00E0;4;0;2327.08409816659;-11880.6806925076;0;275.84510111102;186;91.5760677129182
133;3.01E4;0.00E0;3.14E-6;5.00E-5;0.00E0;0.00E0;4;0;-4281.19553693742;-6659.63416822646;0;72.8605623350122;171;184.440506768052
148;4.36E4;0.00E0;2.20E-6;5.00E-5;0.00E0;0.00E0;4;0;439.035133384416;-3606.08462903409;0;246.63213545219;28;78.9991513560203
151;6.58E4;0.00E0;1.93E-6;5.00E-5;0.00E0;0.00E0;4;0;1543.1574555862;-6928.06525954084;0;221.576107640797;41;132.725492399306
158;3.42E4;0.00E0;2.38E-6;5.00E-5;0.00E0;0.00E0;4;0;2021.32270760546;-13295.3099990208;0;253.357057397814;222;60.3247506084931
168;4.13E4;0.00E0;5.49E-7;5.00E-5;0.00E0;0.00E0;4;0;570.38166282227;-3878.41623620837;0;199.575731463297;29;92.5824071798871
180;3.22E4;0.00E0;1.34E-6;5.00E-5;0.00E0;0.00E0;4;0;-2769.15714309814;-9592.37012136222;0;173.808345878568;84;82.6986319142189
192;3.35E4;0.00E0;1.96E-6;5.00E-5;0.00E0;0.00E0;4;0;952.966057567605;-3658.11003526248;0;235.653460476961;29;63.5047606447582
195;4.22E4;0.00E0;7.43E-7;5.00E-5;0.00E0;0.00E0;4;0;3030.93951607469;-12577.0712734488;0;299.415762759313;189;63.0136861106607
200;7.10E4;0.00E0;3.93E-6;5.00E-5;0.00E0;0.00E0;4;0;-6841.50940133399;-9908.88053851651;0;329.492940613295;156;96.3876414229192
204;2.75E4;0.00E0;1.90E-6;5.00E-5;0.00E0;0.00E0;4;0;1147.48107075224;-5611.95490643043;0;181.445041997526;37;67.6633905331329
206;6.50E4;0.00E0;3.20E-6;5.00E-5;0.00E0;0.00E0;4;0;1782.84582781668;-13664.7036627519;0;342.720750375228;223;84.7881025392913
213;5.42E4;0.00E0;9.67E-7;5.00E-5;0.00E0;0.00E0;4;0;944.922192342773;-10001.4144666447;0;351.567369847086;67;68.9536420737819
